HGNC ID	Approved symbol	Alias symbols	UniProt ID(supplied by UniProt)	OMIM ID(supplied by OMIM)	NCBI Gene ID(supplied by NCBI)	Ensembl ID(supplied by Ensembl)
HGNC:41904	MIR4746	hsa-mir-4746			100616371	ENSG00000266437
HGNC:41905	TYW1P1				100533847	
HGNC:41906	PROB1		E7EW31		389333	ENSG00000228672
HGNC:41907	STEAP1B		Q6NZ63		256227	ENSG00000105889
HGNC:41908	SAP25	FLJ00248	Q8TEE9		100316904	ENSG00000205307
HGNC:41909	STMP1	PL-5283, Mm47	E0CX11	618755	647087	ENSG00000243317
HGNC:4191	GCG	GLP1, GLP2, GRPP, GLP-1	P01275	138030	2641	ENSG00000115263
HGNC:41910	CCDC166		P0CW27		100130274	ENSG00000255181
HGNC:41911	FAM205A	C9orf144B	Q6ZU69		259308	ENSG00000205108
HGNC:41912	RNF224		P0DH78		643596	ENSG00000233198
HGNC:41913	SMIM10		Q96HG1		644538	ENSG00000184785
HGNC:41914	PNMA6C					
HGNC:41915	SMIM9		A6NGZ8		100132963	ENSG00000203870
HGNC:41916	ERHP1				100507125	ENSG00000254270
HGNC:41917	ERHP2				100874403	ENSG00000218143
HGNC:41919	MTND5P2				100873209	ENSG00000229622
HGNC:4192	GCGR	GGR	P47871	138033	2642	ENSG00000215644
HGNC:41920	BRWD1-IT1				106480743	ENSG00000237373
HGNC:41921	METTL21AP1				100421629	ENSG00000229623
HGNC:41922	HLFP1				100873813	ENSG00000218194
HGNC:41923	MTCYBP4				100873169	ENSG00000220113
HGNC:41924	PNMA6D					
HGNC:41926	LINC00326				285735	ENSG00000231023
HGNC:41927	ZNRF3-AS1				100874123	ENSG00000177993
HGNC:41928	PTP4A1P1				100421652	ENSG00000231158
HGNC:41929	PTP4A1P2				100499563	ENSG00000255807
HGNC:4193	GCH1	GTPCH1, DYT5a	P30793	600225	2643	ENSG00000131979
HGNC:41930	PTP4A1P3				100861469	ENSG00000226254
HGNC:41931	PTP4A1P4				100129564	ENSG00000250359
HGNC:41932	PTP4A1P5				100289380	ENSG00000235642
HGNC:41933	PTP4A1P6				100129472	ENSG00000254727
HGNC:41934	PTP4A1P7				100421681	ENSG00000237514
HGNC:41935	ATP6V0E1P1				100874502	ENSG00000225364
HGNC:41936	ATP6V0E1P2				100874503	ENSG00000223513
HGNC:41937	ATP6V0E1P3				100133262	ENSG00000238038
HGNC:41938	ATP6V0E1P4				100874504	ENSG00000227883
HGNC:41939	TMEM212-AS1				100874219	ENSG00000234717
HGNC:4194	GCHFR	GFRP, HsT16933	P30047	602437	2644	ENSG00000137880
HGNC:41940	HM13-AS1				100874042	ENSG00000230613
HGNC:41941	OBSCN-IT1					
HGNC:41942	FOXP1-AS1				104502416	ENSG00000244203
HGNC:41943	RNU1-17P				100873814	ENSG00000199892
HGNC:41944	RNU1-18P				100873815	ENSG00000199932
HGNC:41945	RNU1-19P				100873861	ENSG00000200176
HGNC:41946	RNU1-20P				100873816	ENSG00000200184
HGNC:41947	RNU1-21P				100873862	ENSG00000200197
HGNC:41948	METTL21EP		A6NDL7		121952	ENSG00000250878
HGNC:41949	TMSB10P1				100506723	ENSG00000228499
HGNC:4195	GCK	HK4	P35557	138079	2645	ENSG00000106633
HGNC:41950	TMSB10P2				100873786	ENSG00000235211
HGNC:41951	FABP7P1				100506953	ENSG00000226766
HGNC:41952	FABP7P2				100874317	ENSG00000235129
HGNC:41953	SEC63P1				100420341	ENSG00000228057
HGNC:41954	SEC63P2				100420287	ENSG00000250416
HGNC:41955	IPO8P1				100418819	ENSG00000224668
HGNC:41956	RNA5-8SP2				100873571	ENSG00000200434
HGNC:41957	RNA5-8SP3				100873334	
HGNC:41958	RNA5-8SP4				100873572	ENSG00000201966
HGNC:41959	RNA5-8SP5				100873335	ENSG00000202174
HGNC:4196	GCKR		Q14397	600842	2646	ENSG00000084734
HGNC:41960	RNA5-8SP6				100873336	ENSG00000251705
HGNC:41962	RNA5-8SP7				100873573	ENSG00000200313
HGNC:41963	RNU1-22P				100873863	ENSG00000200204
HGNC:41964	RNU1-23P				106478980	ENSG00000200231
HGNC:41965	GLC1P					
HGNC:41966	GLC1Q					
HGNC:41967	CTAGE16P				341689	ENSG00000214335
HGNC:41968	RPL7AP73				100873817	ENSG00000237952
HGNC:41969	GRPEL2P1				100874360	ENSG00000233211
HGNC:4197	GCM1	hGCMa	Q9NP62	603715	8521	ENSG00000137270
HGNC:41970	GRPEL2P2				100129994	ENSG00000225814
HGNC:41971	GRPEL2P3				100129871	ENSG00000230682
HGNC:41973	RPLP1P13				100874124	ENSG00000232163
HGNC:41974	PCNPP2				100128911	ENSG00000225856
HGNC:41975	PCNPP3				729298	ENSG00000213344
HGNC:41976	PCNPP4				100874220	ENSG00000237089
HGNC:41977	PCNPP5				100507361	ENSG00000177197
HGNC:41978	NPIPA3		F8WFD2		642778	ENSG00000224712
HGNC:41979	NPIPA2		E9PIF3		642799	ENSG00000254852
HGNC:4198	GCM2	hGCMb	O75603	603716	9247	ENSG00000124827
HGNC:41980	NPIPA5		E9PKD4		100288332	ENSG00000183793
HGNC:41981	IRF5P1				100420406	ENSG00000251347
HGNC:41982	NPIPA7		E9PJI5		101059938	ENSG00000214967
HGNC:41983	NPIPA8	LCR16a9	P0DM63		101059953	ENSG00000214940
HGNC:41984	NPIPA9				105376752	ENSG00000233024
HGNC:41985	NPIPB4		C9JG80		440345	ENSG00000185864
HGNC:41987	NPIPB9		F8W1W9		100507607	ENSG00000196993
HGNC:41989	NPIPB13		A6NJU9		613037	ENSG00000198064
HGNC:4199	GCN1	KIAA0219, GCN1L	Q92616	605614	10985	ENSG00000089154
HGNC:41990	NPIPB14P				109729168	ENSG00000226232
HGNC:41991	CYP51A1P3				100422264	ENSG00000215223
HGNC:41992	TMX2-CTNND1				100528016	
HGNC:41993	STX16-NPEPL1				100534593	ENSG00000254995
HGNC:41994	MSH5-SAPCD1				100532732	ENSG00000255152
HGNC:41995	INMT-MINDY4				100526825	ENSG00000254959
HGNC:41996	HSPB2-C11orf52				100528019	ENSG00000254445
HGNC:41997	FKBP1A-SDCBP2				100528031	
HGNC:41998	CHKB-CPT1B				386593	ENSG00000254413
HGNC:41999	ATP6V1G2-DDX39B				100532737	ENSG00000254870
HGNC:42	ABCB11	ABC16, SPGP, PFIC-2, PGY4	O95342	603201	8647	ENSG00000073734
HGNC:420	AKR1B1P1				401982	ENSG00000229991
HGNC:4200	BLOC1S1	BLOS1, BORCS1	P78537	601444	2647	ENSG00000135441
HGNC:42000	ARMCX5-GPRASP2				100528062	ENSG00000271147
HGNC:42001	BLOC1S5-TXNDC5				100526836	ENSG00000259040
HGNC:42004	RPS3AP52				100873818	ENSG00000230405
HGNC:42005	RAC1P8				100874398	ENSG00000234033
HGNC:42006	RAC1P6				100422657	ENSG00000226962
HGNC:42007	RAC1P7				100874390	ENSG00000236101
HGNC:42008	PPP1R2P10				100128626	ENSG00000213232
HGNC:42009	LINC00327				100506697	ENSG00000232977
HGNC:4201	KAT2A	GCN5, PCAF-b	Q92830	602301	2648	ENSG00000108773
HGNC:42010	TRIM60P19				100533672	ENSG00000235737
HGNC:42011	FAM204BP				100420875	ENSG00000233040
HGNC:42012	FAM204CP				100420916	ENSG00000230902
HGNC:42013	FAM204DP				100420963	ENSG00000258552
HGNC:42014	USP24P1				100874248	ENSG00000229375
HGNC:42015	PPP1R26P1				100418740	ENSG00000238086
HGNC:42016	PPP1R26P2				100133064	ENSG00000273643
HGNC:42017	PPP1R26P3				100132173	ENSG00000275060
HGNC:42018	PPP1R26P4				100132295	ENSG00000278008
HGNC:42019	PPP1R26P5				100133040	ENSG00000232771
HGNC:4202	GCNF					
HGNC:42020	BRK1P1				100288031	ENSG00000219870
HGNC:42021	BRK1P2				100874492	ENSG00000227983
HGNC:42022	CCNQP3				100421566	ENSG00000231184
HGNC:42023	ANKRD20A9P				284232	ENSG00000206192
HGNC:42024	ANKRD20A11P				391267	ENSG00000215559
HGNC:42025	ZNF965P				100132598	ENSG00000227784
HGNC:42027	LINC00328-2P				100874404	ENSG00000225016
HGNC:42028	LINC00328	NCRNA00328-1			51152	
HGNC:4203	GCNT1	C2GNT, NAGCT2	Q02742	600391	2650	ENSG00000187210
HGNC:42030	H3P36	p46			100287087	ENSG00000236534
HGNC:42031	NONOP1				644035	
HGNC:42032	NONOP2				100271700	ENSG00000237522
HGNC:42033	PSPC1P1				642395	ENSG00000227879
HGNC:42034	MTND5P3				100873210	ENSG00000232447
HGNC:42035	MTND4P1				100873211	ENSG00000228597
HGNC:42036	RPL5P31				341674	ENSG00000214878
HGNC:42037	SCAND3P1				100873886	ENSG00000232795
HGNC:42038	LINC00329					
HGNC:42039	SNRPGP14				100874434	ENSG00000236577
HGNC:4204	GCNT2	IGNT, NAGCT1, bA421M1.1, bA360O19.2, ULG3	Q8N0V5	600429	2651	ENSG00000111846
HGNC:42040	MTCL1P1				100288130	ENSG00000226554
HGNC:42041	NIPA2P1				100132321	ENSG00000225843
HGNC:42042	NIPA2P2				100130204	ENSG00000241022
HGNC:42043	NIPA2P3				100128057	ENSG00000271486
HGNC:42044	NIPA2P4				100421776	ENSG00000254151
HGNC:42045	NIPA2P5				100874488	ENSG00000236277
HGNC:42046	SLC35E1P1				727991	ENSG00000238286
HGNC:42047	LINC00330				144817	ENSG00000235097
HGNC:42048	LINC00331				100874126	ENSG00000225427
HGNC:42049	LINC00332				100874127	ENSG00000230710
HGNC:4205	GCNT3	C2GnT-M, C2/4GnT, C2GnT2	O95395	606836	9245	ENSG00000140297
HGNC:42050	LINC00333				100874128	ENSG00000233349
HGNC:42051	MTND1P2				100873170	ENSG00000235646
HGNC:42052	MTND1P3				100288984	ENSG00000239648
HGNC:42053	MTND1P4				100873171	ENSG00000230764
HGNC:4206	OPN1MW	OPN1MW1, COD5	P04001	300821	2652	ENSG00000268221
HGNC:42060	MTND1P11				100873212	ENSG00000228166
HGNC:42061	MTND1P12				106480744	ENSG00000225433
HGNC:42063	MTND1P14				100873337	ENSG00000227225
HGNC:42064	MTND1P15				100288998	ENSG00000264168
HGNC:42065	MTND1P16				100873213	ENSG00000239586
HGNC:42067	MTND1P18				100873338	ENSG00000225276
HGNC:42069	MTND1P20				100873339	ENSG00000226794
HGNC:4207	GCPS					
HGNC:42070	MTND1P21				100873340	ENSG00000235940
HGNC:42073	MTND1P24				100873341	ENSG00000257858
HGNC:42075	MTND1P26				100873214	ENSG00000234576
HGNC:42076	MTND1P27				100288227	ENSG00000223921
HGNC:42077	MTND1P28				100873215	ENSG00000230158
HGNC:42078	MTND1P29				100873216	ENSG00000237722
HGNC:42079	MTND1P30				100507157	ENSG00000238047
HGNC:4208	GCSH		P23434	238330	2653	ENSG00000140905
HGNC:42080	MTND1P31				100873217	ENSG00000235170
HGNC:42081	MTND1P32				100856881	ENSG00000232282
HGNC:42082	MTND1P33				100873218	ENSG00000235539
HGNC:42086	MTND1P36				100506721	ENSG00000253245
HGNC:42088	MTND1P35				106480433	ENSG00000255055
HGNC:4209	GCSL					
HGNC:42090	MTND1P34				100873219	ENSG00000225514
HGNC:42091	MTND1P25				100288950	
HGNC:42092	MTND1P23				100887749	ENSG00000225972
HGNC:42093	MTND1P22				100287591	ENSG00000251407
HGNC:42094	MTND1P19				100873220	ENSG00000251449
HGNC:42095	MTND1P17				100873342	ENSG00000228122
HGNC:42096	MTND1P13				100887745	
HGNC:42097	MTND1P10				100873343	ENSG00000229088
HGNC:42099	MTND1P9				100873221	ENSG00000228995
HGNC:421	ALDRL2					
HGNC:4210	GCTG	Ggc				
HGNC:42100	MTND1P8				100287461	ENSG00000263177
HGNC:42102	MTND1P7				100873172	ENSG00000282321
HGNC:42103	MTND1P6				100873173	ENSG00000254346
HGNC:42104	MTND1P5				100873174	ENSG00000253795
HGNC:42105	MTND2P4				100873175	ENSG00000230252
HGNC:42106	MTND2P5				100873176	ENSG00000224354
HGNC:42107	MTND2P6				100873177	ENSG00000237309
HGNC:42109	MTND2P8				100873178	ENSG00000237257
HGNC:4211	GCY	STA, TSY				
HGNC:42110	MTND2P9				100884155	ENSG00000225901
HGNC:42112	MTND2P11				100873222	ENSG00000237124
HGNC:42113	MTND2P12				100873344	ENSG00000228725
HGNC:42114	MTND2P13				100873345	ENSG00000263914
HGNC:42115	MTND2P14				100873223	ENSG00000240796
HGNC:42116	MTND2P15				100873346	ENSG00000231152
HGNC:42117	MTND2P16				100873347	ENSG00000230818
HGNC:42118	MTND2P17				100873348	ENSG00000258239
HGNC:42119	MTND2P18				100873224	ENSG00000234939
HGNC:4212	GDA		Q9Y2T3	139260	9615	ENSG00000119125
HGNC:42120	MTND2P19				100873225	ENSG00000231567
HGNC:42121	MTND2P20				100873226	ENSG00000229701
HGNC:42122	MTND2P21				100873227	ENSG00000230950
HGNC:42123	MTND2P22				100873228	ENSG00000231954
HGNC:42124	MTND2P23				100873229	ENSG00000232631
HGNC:42125	MTND2P24				100873230	ENSG00000231947
HGNC:42126	MTND2P25				100873231	ENSG00000228182
HGNC:42127	MTND2P26				100873349	ENSG00000254565
HGNC:42128	MTND2P27				100873232	
HGNC:42129	MTND2P28				100652939	ENSG00000225630
HGNC:4213	GDAP1L1		Q96MZ0		78997	ENSG00000124194
HGNC:42130	MTND2P29				100873233	ENSG00000233595
HGNC:42131	MTND2P30				100873234	ENSG00000227937
HGNC:42132	MTND2P31				100873235	ENSG00000251252
HGNC:42134	MTND2P33				100873236	ENSG00000248907
HGNC:42139	MTND2P32				100873237	ENSG00000254090
HGNC:4214	GDF1		P27539	602880	2657	ENSG00000130283
HGNC:42140	MTND2P10				100873238	
HGNC:42141	MTND2P7				100873179	ENSG00000253970
HGNC:42142	MTND3P2				100873180	ENSG00000230052
HGNC:42144	MTND3P4				100873181	ENSG00000230302
HGNC:42146	MTND3P6				100873182	ENSG00000242214
HGNC:42147	MTND3P7				100873183	ENSG00000240824
HGNC:42149	MTND3P9				100873184	ENSG00000227557
HGNC:4215	GDF10	BMP-3b	P55107	601361	2662	ENSG00000266524
HGNC:42150	MTND3P10				100873239	ENSG00000233286
HGNC:42153	MTND3P8				100873185	ENSG00000232714
HGNC:42154	MTND3P5				100873186	ENSG00000251353
HGNC:42155	MTND3P3				100873187	ENSG00000249127
HGNC:42158	NANOGNBP1				100859926	ENSG00000226034
HGNC:42159	NANOGNBP2				101060006	ENSG00000256563
HGNC:4216	GDF11	BMP-11, BMP11	O95390	603936	10220	ENSG00000135414
HGNC:42160	NANOGNBP3				100652831	ENSG00000270813
HGNC:42161	SEPHS1P1				168474	ENSG00000182722
HGNC:42162	SEPHS1P2				100420292	ENSG00000258787
HGNC:42163	SEPHS1P3				100420189	
HGNC:42165	SEPHS2P1				100420190	ENSG00000250247
HGNC:42167	SEPHS1P7				391428	ENSG00000231926
HGNC:42168	SEPHS1P6				729399	ENSG00000213938
HGNC:42169	SEPHS1P4				389873	ENSG00000230146
HGNC:4217	GDF2	BMP-9, BMP9	Q9UK05	605120	2658	ENSG00000263761
HGNC:42171	DDX3P1				100133180	ENSG00000232928
HGNC:42172	DDX3P2				100874489	ENSG00000230986
HGNC:42173	DDX3P3				650560	ENSG00000251571
HGNC:42175	TUBBP6				442308	ENSG00000235207
HGNC:42176	TUBBP7				100533620	
HGNC:42177	BPIFB5P				100505383	ENSG00000233146
HGNC:42178	TUBBP9				442210	ENSG00000220586
HGNC:42179	TUBBP8				101927519	ENSG00000259300
HGNC:4218	GDF3		Q9NR23	606522	9573	ENSG00000184344
HGNC:42180	TUBB4BP1				106478981	ENSG00000255988
HGNC:42181	TUBB3P2				100130187	ENSG00000230101
HGNC:42182	TUBB8P1				100418937	ENSG00000229298
HGNC:42183	TUBB4BP2				100418974	ENSG00000224802
HGNC:42184	TUBBP11				106480745	ENSG00000243195
HGNC:42185	TUBB8P4				260338	ENSG00000250788
HGNC:42186	TUBB8P5				121014	ENSG00000254381
HGNC:42187	ATP5MC2P3				100507097	ENSG00000230482
HGNC:42188	ATP5MC2P4				654480	ENSG00000228847
HGNC:42189	MTND4P2				100873188	ENSG00000248704
HGNC:4219	GDF4					
HGNC:42190	MTND4P3				100873189	ENSG00000225959
HGNC:42191	MTND4P4				100873190	ENSG00000225295
HGNC:42192	MTND4P5				100873191	ENSG00000227584
HGNC:42193	MTND4P6				100873192	ENSG00000224042
HGNC:42199	MTND4P12				100293090	ENSG00000247627
HGNC:422	AKR1B1P3				729347	ENSG00000213785
HGNC:4220	GDF5	CDMP1, BMP14	P43026	601146	8200	ENSG00000125965
HGNC:42201	MTND4P14				100653489	ENSG00000236254
HGNC:42202	MTND4P15				100873240	ENSG00000227321
HGNC:42203	MTND4P16				100873241	ENSG00000241787
HGNC:42204	MTND4P17				100873242	ENSG00000242178
HGNC:42205	MTND4P18				100873350	ENSG00000228694
HGNC:42206	MTND4P19				100873351	ENSG00000230338
HGNC:42207	MTND4P20				100873352	ENSG00000233377
HGNC:42208	MTND4P21				100873243	ENSG00000231777
HGNC:42209	MTND4P22				100873244	ENSG00000232772
HGNC:4221	GDF6	BMP13, KFS, KFS1	Q6KF10	601147	392255	ENSG00000156466
HGNC:42210	MTND4P23				100873245	ENSG00000225796
HGNC:42212	MTND4P25				100873246	ENSG00000226700
HGNC:42213	MTND4P26				100873247	ENSG00000234065
HGNC:42214	MTND4P27				100873248	ENSG00000230548
HGNC:42215	MTND4P28				100873249	ENSG00000233709
HGNC:42216	MTND4P29				100873250	ENSG00000249177
HGNC:42217	MTND4P30				100873251	ENSG00000227454
HGNC:42218	MTND4P31				100873252	ENSG00000235382
HGNC:42219	MTND4P32				100873253	ENSG00000226056
HGNC:4222	GDF7	BMP12	Q7Z4P5	604651	151449	ENSG00000143869
HGNC:42220	MTND4P24				100873254	ENSG00000232177
HGNC:42222	MTND4P13				100862853	ENSG00000216713
HGNC:42223	MTND4P11				100873255	ENSG00000234099
HGNC:42225	MTND4P10				100873256	ENSG00000226663
HGNC:42226	MTND4P9				100873193	ENSG00000250050
HGNC:42227	MTND4P8				100873194	ENSG00000248548
HGNC:4223	MSTN		O14793	601788	2660	ENSG00000138379
HGNC:42234	MTND4P7				100873195	ENSG00000253257
HGNC:42236	MTND4LP2				107075098	ENSG00000248315
HGNC:42238	MTND4LP4				107131120	
HGNC:42239	MTND4LP5				107075235	ENSG00000270350
HGNC:4224	GDF9		O60383	601918	2661	ENSG00000164404
HGNC:42240	MTND4LP6				107131121	
HGNC:42241	MTND4LP7				107075236	ENSG00000240791
HGNC:42242	MTND4LP8				107131124	
HGNC:42243	MTND4LP9				107075237	ENSG00000227795
HGNC:42244	MTND4LP10				107075099	ENSG00000240084
HGNC:42245	MTND4LP11				107075238	ENSG00000234163
HGNC:42246	MTND4LP12				107075239	ENSG00000236300
HGNC:42247	MTND4LP13				107075100	ENSG00000235318
HGNC:42248	MTND4LP14				107075305	ENSG00000243104
HGNC:42249	MTND4LP15				107131123	
HGNC:4225	GDH	H6PD				
HGNC:42250	MTND4LP16				107075210	ENSG00000234731
HGNC:42251	MTND4LP17				107075240	ENSG00000241221
HGNC:42252	MTND4LP18				107075101	ENSG00000254747
HGNC:42253	MTND4LP19				107075241	ENSG00000219087
HGNC:42254	MTND4LP20				107075242	ENSG00000220514
HGNC:42255	MTND4LP21				107075306	ENSG00000231582
HGNC:42256	MTND4LP22				107075102	ENSG00000248133
HGNC:42257	MTND4LP23				107133487	
HGNC:42258	MTND4LP24				107075103	ENSG00000262259
HGNC:42259	MTND4LP25				107075243	ENSG00000260067
HGNC:4226	GDI1	RABGDIA, XAP-4, OPHN2, FLJ41411	P31150	300104	2664	ENSG00000203879
HGNC:42260	MTND4LP26				107075104	ENSG00000254015
HGNC:42261	MTND4LP27				107133488	
HGNC:42262	MTND4LP28				107133489	
HGNC:42263	MTND4LP29				107133490	
HGNC:42264	MTND4LP30				107075244	ENSG00000198868
HGNC:42265	MTND4LP3				107075245	ENSG00000239632
HGNC:42268	MTND5P6				100873196	ENSG00000228440
HGNC:42269	MTND5P7				100873197	ENSG00000230531
HGNC:4227	GDI2	RABGDIB	P50395	600767	2665	ENSG00000057608
HGNC:42270	MTND5P8				100873198	ENSG00000230999
HGNC:42272	MTND5P10				643031	ENSG00000271687
HGNC:42273	MTND5P11				100506169	ENSG00000248923
HGNC:42274	MTND5P12				100873257	ENSG00000251544
HGNC:42276	MTND5P14				100873258	ENSG00000230225
HGNC:42277	MTND5P15				100873259	ENSG00000231888
HGNC:42278	MTND5P16				100862854	ENSG00000243658
HGNC:42279	MTND5P17				100873353	ENSG00000236626
HGNC:4228	GDI2P1				2667	ENSG00000229165
HGNC:42284	MTND5P22				100873260	ENSG00000238046
HGNC:42285	MTND5P23				100873261	ENSG00000235080
HGNC:42286	MTND5P24				100873262	ENSG00000224852
HGNC:42287	MTND5P25				100873263	ENSG00000227348
HGNC:42289	MTND5P27				100873264	ENSG00000225045
HGNC:4229	GDIA1					
HGNC:42290	MTND5P28				100505755	ENSG00000223549
HGNC:42291	MTND5P29				100873265	ENSG00000234934
HGNC:42292	MTND5P30				100873266	ENSG00000233039
HGNC:42293	MTND5P31				100873267	ENSG00000227841
HGNC:42295	MTND5P26				100873268	ENSG00000234886
HGNC:42296	MTND5P21				100873354	ENSG00000255123
HGNC:423	AKR1B1P4				390402	ENSG00000237876
HGNC:4230	GDIA2					
HGNC:42300	MTND5P20				100873269	ENSG00000238256
HGNC:42301	MTND5P19				100873270	ENSG00000231199
HGNC:42302	MTND5P18				100873271	ENSG00000227860
HGNC:42304	MTND5P13				100873272	ENSG00000250169
HGNC:42305	MTND5P9				100873199	ENSG00000248748
HGNC:42306	MTND5P4				100873200	ENSG00000251212
HGNC:42307	MTND5P5				100873201	ENSG00000251149
HGNC:4231	GDID4					
HGNC:42319	GUSBP5				441046	ENSG00000236296
HGNC:4232	GDNF	ATF1, ATF2, HFB1-GDNF	P39905	600837	2668	ENSG00000168621
HGNC:42320	GUSBP6				653435	ENSG00000224458
HGNC:42321	GUSBP7				100132456	ENSG00000274455
HGNC:42322	GUSBP8				441066	ENSG00000227762
HGNC:42323	GUSBP9				118126072	ENSG00000215630
HGNC:42324	GUSBP10				642006	ENSG00000224723
HGNC:42325	GUSBP11		Q6P575		91316	ENSG00000228315
HGNC:42326	GUSBP12				642007	ENSG00000169325
HGNC:42328	EAF1-AS1				100873956	ENSG00000249786
HGNC:4233	GDNFRA					
HGNC:42330	TEKT4P3				100873355	ENSG00000271435
HGNC:42331	TUBB4BP3				106480746	ENSG00000237458
HGNC:42332	TUBB2BP1				100132153	ENSG00000216819
HGNC:42333	TUBB4BP4				106480434	ENSG00000254961
HGNC:42334	TUBB8P2				106478982	ENSG00000218896
HGNC:42335	TUBB4BP5				106480747	ENSG00000224062
HGNC:42336	TUBB4BP6				100996306	ENSG00000231166
HGNC:42337	TUBB4BP7				442271	ENSG00000217372
HGNC:42338	TUBB8P3				132719	ENSG00000250307
HGNC:42339	TUBB3P1				100288513	ENSG00000220418
HGNC:4234	GEM	KIR	P55040	600164	2669	ENSG00000164949
HGNC:42340	TUBB4AP1				402422	ENSG00000228466
HGNC:42342	TUBB6P1				100418964	
HGNC:42343	TUBB8P6				200149	ENSG00000224625
HGNC:42344	TUBBP10				100418902	ENSG00000226147
HGNC:42345	TUBB8P7				197331	ENSG00000261812
HGNC:42346	TUBB8P8				102723626	ENSG00000213113
HGNC:42347	TUBB8P9				255208	ENSG00000235827
HGNC:42348	TUBB8P10				391171	ENSG00000237469
HGNC:42349	CYP46A4P	CYP46A-se1[12:13:14]			100874494	ENSG00000237180
HGNC:4235	GFAP	FLJ45472	P14136	137780	2670	ENSG00000131095
HGNC:42350	TDGF1P1				100421177	ENSG00000227988
HGNC:42352	DTX2P1				107161144	ENSG00000186704
HGNC:42353	UPK3BP1				107080637	ENSG00000242435
HGNC:42354	ZEB1-AS1			616915	220930	ENSG00000237036
HGNC:42356	TPTE2P5				100616668	ENSG00000168852
HGNC:42357	FAM86FP				653113	ENSG00000164845
HGNC:42358	FAM86GP				387745	ENSG00000166492
HGNC:42359	FAM86HP				729375	ENSG00000253540
HGNC:4236	GFER	HSS, ERV1, ALR, HERV1, HPO1, HPO2	P55789	600924	2671	ENSG00000127554
HGNC:42360	DTX2P1-UPK3BP1-PMS2P11				441263	ENSG00000265479
HGNC:42362	TBC1D3P1-DHX40P1				653645	ENSG00000267104
HGNC:42363	ANKRD62P1				107080639	ENSG00000259271
HGNC:42364	LAP3P1				100873864	ENSG00000220091
HGNC:42365	LAP3P2				389386	ENSG00000213500
HGNC:42366	RAB11FIP1P1				646080	ENSG00000228492
HGNC:42368	RBBP4P1				642954	ENSG00000249485
HGNC:42369	RBBP4P2				100420527	ENSG00000242457
HGNC:4237	GFI1	GFI1A, GFI-1	Q99684	600871	2672	ENSG00000162676
HGNC:42370	RBBP4P3				730180	ENSG00000276290
HGNC:42371	RBBP4P4				727842	ENSG00000214561
HGNC:42372	RBBP4P5				100288451	ENSG00000256737
HGNC:42373	RBBP4P6				100820741	ENSG00000248674
HGNC:42374	HNRNPKP1				389322	ENSG00000250859
HGNC:42375	HNRNPKP2				389053	ENSG00000227347
HGNC:42376	HNRNPKP3				399881	ENSG00000251557
HGNC:42377	HNRNPKP4				644063	ENSG00000243547
HGNC:42378	HNRNPKP5				100874385	ENSG00000250662
HGNC:42379	RCC2P3				100131932	ENSG00000233951
HGNC:4238	GFI1B	ZNF163B	Q5VTD9	604383	8328	ENSG00000165702
HGNC:42380	RCC2P4				100421090	ENSG00000249558
HGNC:42381	RCC2P5				100131442	ENSG00000241018
HGNC:42382	RCC2P6				100421131	ENSG00000254454
HGNC:42383	RCC2P7				442221	ENSG00000220666
HGNC:42384	RCC2P8				100129714	ENSG00000250185
HGNC:42387	CDV3P1				100129736	ENSG00000176243
HGNC:42389	UBFD1P1				100130484	ENSG00000244653
HGNC:4239	GFI2					
HGNC:42391	TPRG1-AS1				100874043	ENSG00000234076
HGNC:42392	FAM86C2P		A6NEL3		645332	ENSG00000160172
HGNC:42393	ANKRD62P1-PARP4P3	VWFP1-ANKRD62P1-PARP4P3			23783	ENSG00000189295
HGNC:42394	SPRY4-IT1	SPRIGHTLY		617617	100642175	
HGNC:42396	ENOX1-AS1				100874129	ENSG00000233821
HGNC:42397	ENOX1-AS2				100874130	ENSG00000238189
HGNC:42398	C4B_2		P0C0L5		100293534	
HGNC:42399	CDKN1A-AS1	p21NAT			100861512	
HGNC:424	ALDRL5					
HGNC:4240	GFPT					
HGNC:42400	NCR3LG1	DKFZp686O24166, B7-H6	Q68D85	613714	374383	ENSG00000188211
HGNC:42405	CYP2C115P	CYP2C9-de1b			100874513	
HGNC:42406	CYP2C59P	CYP2C9-de2c3c			100874505	ENSG00000228460
HGNC:42407	CYP4F36P	CYP4F2-de12b			100422235	ENSG00000273330
HGNC:42408	NAMA				100996569	ENSG00000271086
HGNC:4241	GFPT1	GFAT, GFA, GFAT1	Q06210	138292	2673	ENSG00000198380
HGNC:42410	CYP2C60P	CYP2C8-de6b			106480748	ENSG00000260863
HGNC:42411	CYP2C63P	CYP2C-se3[1]			107063541	
HGNC:42412	CYP3A52P	CYP3A43-de4c6c			106478983	ENSG00000260524
HGNC:42413	CYP3A54P	CYP3A-se1[2]			106480749	ENSG00000261809
HGNC:42414	CYP4A27P	CYP4A-se3[12]			100422288	ENSG00000261593
HGNC:42416	CYP4A44P	CYP4A-se4[2]			106481791	ENSG00000261290
HGNC:42417	CYP4A43P	CYP4A-se2[1]			100874495	ENSG00000261196
HGNC:42418	CYP3A51P	CYP3A5-de13c, CYP3A5-de1b2b			1578	ENSG00000282277
HGNC:42419	CYP3A137P	CYP3A43-de1b			107063543	ENSG00000261511
HGNC:4242	GFPT2	GFAT2	O94808	603865	9945	ENSG00000131459
